# of Holes,Address,Club Type,Course Par,Location,Phone,Total Yards,Website,url
9,"https://www.google.com/maps/place/Box 974 Oxbow,SK S0C 2B0",Public,Par 72,"Oxbow, SK",306-483-2403,6756,https://www.oxbow.ca,https://www.golfcanada.ca/golf-facility/moose-creek-golf-club-en/
18,"https://www.google.com/maps/place/10325 Willodell Road Niagara falls,ON L0S 1K0",Semi-private,Par 72,"Niagara falls, ON",—,6431,https://www.willodellgolfclub.com,https://www.golfcanada.ca/golf-facility/willodell-golf-club-en/
36,"https://www.google.com/maps/place/250 Montée du Moulin Verchères,QC J0L 2R0",Public,,"Verchères, QC",(450) 583-3319,,,https://www.golfcanada.ca/golf-facility/vercheres-club-de-golf-en/
18,"https://www.google.com/maps/place/1085 Lexington Dr. Kelowna,BC V1W 4M8",Public,Par 63,"Kelowna, BC",250-763-7888,3721,,https://www.golfcanada.ca/golf-facility/michaelbrook-golf-en/
18,K0L 2A0,Public,Par —,—,—,—,,https://www.golfcanada.ca/golf-facility/martinwood-resort-golf-course-en/
18,"https://www.google.com/maps/place/PO Box 76 Maymont,SK S0M 1T0",Public,Par —,"Maymont, SK",(306) 389-4700,—,,https://www.golfcanada.ca/golf-facility/glenburn-golf-club-en/
18,"https://www.google.com/maps/place/5421 Hamilton Rd Dorchester,ON N0L 1G6",Semi-private,Par 71,"Dorchester, ON",(519) 268-3352,6415,,https://www.golfcanada.ca/golf-facility/pine-knot-golf-country-club-en/
36,"https://www.google.com/maps/place/1519 Chemin de la Rivière Magog,QC J1X 3W5",Semi-private,,"Magog, QC",8198646646,,https://www.clubdegolfvenise.ca,https://www.golfcanada.ca/golf-facility/venise-club-de-golf-en/
18,"https://www.google.com/maps/place/PO Box 114 Oyen,AB T0J 2J0",Public,Par 72,"Oyen, AB",(403) 664-2555,6492,,https://www.golfcanada.ca/golf-facility/oyen-district-golf-club-en/
18,"https://www.google.com/maps/place/75074 Township Road 39-5 Rocky Mountain House,AB T4T 1B4",Semi-private,Par 72,"Rocky Mountain House, AB",(403)845-7400,6546,https://www.pinehillsgolf.ca,https://www.golfcanada.ca/golf-facility/pine-hills-golf-club-en/
18,"https://www.google.com/maps/place/PO Box 7 Komoka,ON N0L 1R0",Private,Par 72,"Komoka, ON",(519) 652-1760,6909,https://www.oaksgolf.com,https://www.golfcanada.ca/golf-facility/oaks-golf-country-club-the-en/
18,"https://www.google.com/maps/place/2429 Golf Course Rd, RR#8 Newcastle,ON L1B 1L9",Public,Par 70,"Newcastle, ON",(905) 987-4851,6252,https://www.newcastlegolf.ca,https://www.golfcanada.ca/golf-facility/newcastle-golf-course-en/
27,"https://www.google.com/maps/place/905 Valley Rd. Saskatoon,SK S7K 3J6",Public,,"Saskatoon, SK",3063825500,,https://www.moonlakegolf.com,https://www.golfcanada.ca/golf-facility/moon-lake-golf-and-country-club-en/
18,"https://www.google.com/maps/place/Box 267 Miami,MB R0G 1H0",Public,Par 70,"Miami, MB",(204) 435-2756,6066,https://golfmiami.ca,https://www.golfcanada.ca/golf-facility/miami-golf-country-club-inc-en/
18,"https://www.google.com/maps/place/PO Box 488 Blaine Lake,SK S0J 0J0",Public,Par —,"Blaine Lake, SK",(306) 466-4438,—,,https://www.golfcanada.ca/golf-facility/martins-lake-reg-park-golf-club-martins-lake-en/
—,—,Public,Par 54,", ON",—,2164,,https://www.golfcanada.ca/golf-facility/hamilton-golf-country-club-en-2/
18,"https://www.google.com/maps/place/PO Box 35 Water Valley,AB T0M 2E0",Public,Par 72,"Water Valley, AB",4036372388,6930,,https://www.golfcanada.ca/golf-facility/water-valley-golf-country-club-en/
18,"https://www.google.com/maps/place/3350 Boulevard Du Bord-de-L'eau Salaberry-de-Valleyfield,QC J6S 6E1",Public,Par 72,"Salaberry-de-Valleyfield, QC",(450) 373-2076,6538,https://www.clubdegolfvalleyfield.com,https://www.golfcanada.ca/golf-facility/valleyfield-club-de-golf-de-en/
18,"https://www.google.com/maps/place/1993 7th Line Asphodel, RR#3 Norwood,ON K0L 2V0",Public,Par 71,"Norwood, ON",(705) 696-2915,6154,https://www.oaklandgreens.com,https://www.golfcanada.ca/golf-facility/oakland-greens-golf-country-club-en/
18,"https://www.google.com/maps/place/369 Broadway Avenue Neepawa,MB R0J 1H0",Public,Par 72,"Neepawa, MB",(204) 476-5711,6538,https://www.neepawagolf.com,https://www.golfcanada.ca/golf-facility/neepawa-golf-country-club-en/
18,"https://www.google.com/maps/place/473 Chemin du Golf Montmagny,QC G5V 3R9",Semi-private,Par 72,"Montmagny, QC",(418) 248-1020,6347,https://www.golfmontmagny.com,https://www.golfcanada.ca/golf-facility/montmagny-club-de-golf-en/
18,"https://www.google.com/maps/place/125 Milner Ave 125 Milner Ave Scarborough,ON M1S 3R1",Public,Par —,"Scarborough, ON",(416) 321-933,—,,https://www.golfcanada.ca/golf-facility/metro-golf-sportsplex-en/
18,"https://www.google.com/maps/place/PO Box 220 Waskesiu,SK S0J 2Y0",Public,Par 70,"Waskesiu, SK",(306) 663-5301,6226,https://www.waskesiugolf.com,https://www.golfcanada.ca/golf-facility/waskesiu-golf-course-en/
18,"https://www.google.com/maps/place/1234455 Calgary,AB T3B 5L4",Semi-private,Par 72,"Calgary, AB",(403) 221-9682,6899,https://www.valleyridgegolf.com,https://www.golfcanada.ca/golf-facility/valley-ridge-golf-club-en/
18,"https://www.google.com/maps/place/3300 Cadboro Bay Rd. Victoria,BC V8R 5K5",Semi-private,Par 70,"Victoria, BC",(250) 592-7313,6420,https://www.uplandsgolfclub.com,https://www.golfcanada.ca/golf-facility/uplands-golf-club-en/
18,"https://www.google.com/maps/place/Po Box 2397 Pincher Creek,AB T0K 1W0",Public,Par 74,"Pincher Creek, AB",(403) 627-2126,6600,https://www.pinchercreek.ca,https://www.golfcanada.ca/golf-facility/pincher-creek-golf-club-en/
18,"https://www.google.com/maps/place/4805 Hwy 169 Foot's Bay,ON P0C 1H0",Private,Par 72,"Foot's Bay, ON",(705) 375-0555,7147,,https://www.golfcanada.ca/golf-facility/oviinbyrd-golf-club-en/
18,"https://www.google.com/maps/place/PO Box 280 Ile Des Chenes,MB R0A 0T0",Public,Par —,"Ile Des Chenes, MB",(204) 878-2098,—,,https://www.golfcanada.ca/golf-facility/oakgrove-golf-course-en/
18,"https://www.google.com/maps/place/4925 Hwy 6 Caledonia,ON N3W 1Z6",Public,,"Caledonia, ON",—,,,https://www.golfcanada.ca/golf-facility/monthill-golf-country-club-en/
18,"https://www.google.com/maps/place/55 South Cove Road Shediac,NB E4P 2T4",Public,Par 0,"Shediac, NB",(506) 532-6713,0,,https://www.golfcanada.ca/golf-facility/wikiwak-executive-golf-club-en/
9,"https://www.google.com/maps/place/Box 27023, Colwood Corner Victoria,BC V9B 5S4",Public,Par 69,"Victoria, BC",(250) 478-3266,5908,,https://www.golfcanada.ca/golf-facility/metchosin-golf-course-country-club-en/
18,"https://www.google.com/maps/place/1 Willis Drive 1 Willis Drive Pinawa,MB R0E 1L0",Semi-private,Par 72,"Pinawa, MB",(204) 753-2294,6589,https://www.pinawaclub.mb.ca,https://www.golfcanada.ca/golf-facility/pinawa-golf-club-en/
9,"https://www.google.com/maps/place/PO Box 681 Outlook,SK S0L 2N0",Public,Par 71,"Outlook, SK",(306) 867-8266,6268,https://outlookregpark.ca,https://www.golfcanada.ca/golf-facility/outlook-riverview-golf-club-en/
18,"https://www.google.com/maps/place/6055 Highway #2 Enfield,NS B2T 1C6",Semi-private,Par 72,"Enfield, NS",(902) 861-2777,6770,https://www.oakfield.ca/,https://www.golfcanada.ca/golf-facility/oakfield-golf-and-country-club-en/
18,"https://www.google.com/maps/place/PO Box 6562 Wetaskiwin,AB T9A 2G2",Public,Par 72,"Wetaskiwin, AB",(780) 352-5342,6566,https://www.countryclubtour.com,https://www.golfcanada.ca/golf-facility/montgomery-glen-golf-country-club-en/
18,"https://www.google.com/maps/place/R.R. #4 Warkworth,ON K0K 3K0",Public,Par 72,"Warkworth, ON",(705) 924-2569,5896,,https://www.golfcanada.ca/golf-facility/warkworth-golf-club-en/
36,"https://www.google.com/maps/place/100 Chemin du Golf Sainte-Julie,QC J3E 1Y1",Private,,"Sainte-Julie, QC",4506491511,,https://www.valleedurichelieu.com,https://www.golfcanada.ca/golf-facility/vallee-du-richelieu-club-de-golf-en/
27,"https://www.google.com/maps/place/1956 8th Line Rd Metcalfe,ON K0A 2P0",Semi-private,,"Metcalfe, ON",—,,,https://www.golfcanada.ca/golf-facility/metcalfe-golf-club-en/
18,"https://www.google.com/maps/place/435 Airport Perimeter Road 7 Edmonton International Airport,AB T9E 0V4",Public,Par 72,"Edmonton International Airport, AB",7808907888,7322,https://www.RedTailLanding.com,https://www.golfcanada.ca/golf-facility/redtail-landing-golf-club-en/
18,"https://www.google.com/maps/place/Box 143 Pilot Mound,MB R0G 1P0",Public,Par 36,"Pilot Mound, MB",(204) 825-2766,3012,,https://www.golfcanada.ca/golf-facility/pilot-mound-golf-club-en/
18,"https://www.google.com/maps/place/275 James St RR#1 Otterville,ON N0J 1R0",Public,Par 72,"Otterville, ON",—,7006,https://www.ottercreekgolfclub.com,https://www.golfcanada.ca/golf-facility/otter-creek-golf-club-en/
27,"https://www.google.com/maps/place/2388 Jane Street Toronto,ON M3M 1A8",Private,,"Toronto, ON",(416) 245-3500,,,https://www.golfcanada.ca/golf-facility/oakdale-golf-country-club-en/
18,"https://www.google.com/maps/place/731 County rd #19 Curran,ON K0B 1C0",Public,Par 71,"Curran, ON",—,5755,https://www.nationgolf.ca,https://www.golfcanada.ca/golf-facility/nation-golf-course-en/
18,"https://www.google.com/maps/place/R.R. 3 Collingwood,ON L9Y 3Z2",Public,Par 72,"Collingwood, ON",(705) 445-0231,6581,,https://www.golfcanada.ca/golf-facility/monterra-golf-at-blue-mountain-resort-en/
18,"https://www.google.com/maps/place/344 Chemin du Golf Lac-des-Écorces,QC J0W 1H0",Public,Par 71,"Lac-des-Écorces, QC",(819) 623-6890,6321,https://www.golfvalleedelalievre.com,https://www.golfcanada.ca/golf-facility/vallee-de-la-lievre-club-de-golf-de-la-en/
18,"https://www.google.com/maps/place/CP 5, Ile St. Christophe Trois Rivieres,QC G9A 5E3",Semi-private,Par 71,"Trois Rivieres, QC",(819) 376-3422,5666,https://www.golfmetaberoutin.com,https://www.golfcanada.ca/golf-facility/metaberoutin-club-de-golf-en/
18,"https://www.google.com/maps/place/3509 Carrington Road Westbank,BC V4T 2E6",Public,Par 65,"Westbank, BC",(250) 768-0080,5014,https://TwoEaglesGolf.com,https://www.golfcanada.ca/golf-facility/two-eagles-golf-club-en/
18,"https://www.google.com/maps/place/400 Golf Course Road P. O. Box 220 Rossland,BC V0G 1Y0",Public,Par 72,"Rossland, BC",(250) 362-9141,6848,https://www.redstoneresort.com,https://www.golfcanada.ca/golf-facility/redstone-golf-resort-en/
18,"https://www.google.com/maps/place/RR # 4 Tweed,ON K0K 3J0",Public,Par —,"Tweed, ON",—,—,,https://www.golfcanada.ca/golf-facility/poplars-golf-club-en/
18,"https://www.google.com/maps/place/492 Harold Whynot Road Bridgewater,NS B4V 7Y8",Public,Par 72,"Bridgewater, NS",(902) 543-6666,6609,https://www.ospreyridge.ns.ca,https://www.golfcanada.ca/golf-facility/osprey-ridge-golf-course-en/
36,"https://www.google.com/maps/place/RR#4, 1538 Frankford - Stirlin RR4 Stirling,ON K0K 3E0",Public,,"Stirling, ON",(613) 395-2611,,https://www.oakhills.ca,https://www.golfcanada.ca/golf-facility/oak-hills-golf-club-en/
36,"https://www.google.com/maps/place/1800 Chemin Nadeau Saint-Liguori,QC J0K 2X0",Public,,"Saint-Liguori, QC",4508347752,,https://www.golfmontcalm.qc.ca,https://www.golfcanada.ca/golf-facility/montcalm-club-de-golf-en/
—,"https://www.google.com/maps/place/2321 Shantz Station Rd. Breslau,ON N0B 1M0",Public,Par 61,"Breslau, ON",519-648-2831,3523,,https://www.golfcanada.ca/golf-facility/merry-hill-golf-club-white-red-en/
18,"https://www.google.com/maps/place/7020 Mill Road Port Stanley,ON N5L 1J2",Private,Par 72,"Port Stanley, ON",(519) 633-4653,6621,,https://www.golfcanada.ca/golf-facility/redtail-golf-course-en/
18,"https://www.google.com/maps/place/3834 248th Street Aldergrove,BC V4W 1Z2",Public,Par 63,"Aldergrove, BC",(604) 856-1181,4505,,https://www.golfcanada.ca/golf-facility/poppy-estate-golf-club-en/
27,"https://www.google.com/maps/place/Unit P-01, 9625 Pike Lake Road RR#3 Clifford,ON N0G 1M0",Semi-private,,"Clifford, ON",519-338-3010,,,https://www.golfcanada.ca/golf-facility/pike-lake-golf-centre-ltd-en/
27,"https://www.google.com/maps/place/1 Hunt Club Road Ottawa,ON K1V 1B9",Private,,"Ottawa, ON",—,,https://www.ottawahuntclub.org,https://www.golfcanada.ca/golf-facility/ottawa-hunt-golf-club-en/
18,"https://www.google.com/maps/place/Box 563 Oak Lake,MB R0M 1P0",Public,Par 72,"Oak Lake, MB",—,6626,https://www.fourseasonsislandresort.com,https://www.golfcanada.ca/golf-facility/oak-island-golf-en/
18,"https://www.google.com/maps/place/2516 Old Hwy 69 Val Caron,ON P3N 1K6",Public,Par 72,"Val Caron, ON",705-588-3027,6060,,https://www.golfcanada.ca/golf-facility/monte-vista-golf-club-en/
18,"https://www.google.com/maps/place/400 Shaftesbury Boulevard Winnipeg,MB R3P 0M1",Public,Par 70,"Winnipeg, MB",(204) 888-2867,5623,https://www.westerngolfmanagement.com,https://www.golfcanada.ca/golf-facility/tuxedo-golf-club-en/
9,"https://www.google.com/maps/place/PO Box 562 Turtleford,SK S0M 2Y0",Public,Par 70,"Turtleford, SK",(306) 845-3121,5494,,https://www.golfcanada.ca/golf-facility/mervin-district-golf-club-en/
18,"https://www.google.com/maps/place/PO Box 160 Picture Butte,AB T0K 1V0",Public,,"Picture Butte, AB",4037324202,,https://www.picturebuttegolf.com,https://www.golfcanada.ca/golf-facility/picture-butte-golf-club-en/
36,"https://www.google.com/maps/place/12300 Golf Course Drive, 12300 Golf Course Drive, Osoyoos,BC V0H 1V4",Semi-private,,"Osoyoos, BC",2504957003,,https://www.golfosoyoos.com,https://www.golfcanada.ca/golf-facility/osoyoos-golf-club-en/
18,"https://www.google.com/maps/place/67 Links Trail Port Severn,ON L0K 1S0",Semi-private,Par 72,"Port Severn, ON",—,6373,https://www.oakbaygolf.com,https://www.golfcanada.ca/golf-facility/oak-bay-golf-club-en/
18,"https://www.google.com/maps/place/2800 Highland Blvd. Nanaimo,BC V9S 3N8",Semi-private,Par 72,"Nanaimo, BC",(250) 758-2451,6667,https://www.nanaimogolfclub.ca,https://www.golfcanada.ca/golf-facility/nanaimo-golf-club-en/
18,"https://www.google.com/maps/place/1700 Boulevard les Neiges Saint-Férréol-les-Neiges,QC G0A 3R0",Public,Par 72,"Saint-Férréol-les-Neiges, QC",(418) 827-3778,6151,https://www.golfstferreol.com,https://www.golfcanada.ca/golf-facility/mont-sainte-anne-club-de-golf-en/
18,"https://www.google.com/maps/place/10100 Heart Lake Rd Brampton,ON L6Z 0B4",Public,Par 56,"Brampton, ON",—,3362,https://www.turnberrygolf.ca,https://www.golfcanada.ca/golf-facility/turnberry-golf-club-en/
18,"https://www.google.com/maps/place/2321 Shantz Station Rd. Breslau,ON N0B 1M0",Public,Par 62,"Breslau, ON",519-648-2831,4061,,https://www.golfcanada.ca/golf-facility/merry-hill-golf-club-blue-white-en/
18,"https://www.google.com/maps/place/Box 20759 Steinbach,MB R5G 1R7",Public,Par —,"Steinbach, MB",(204) 326-5722,—,,https://www.golfcanada.ca/golf-facility/girouxsalem-golf-country-club-en/
9,"https://www.google.com/maps/place/PO Box 1989 Fort Nelson,BC V0C 1R0",Public,Par 70,"Fort Nelson, BC",(250) 774-3862,70,,https://www.golfcanada.ca/golf-facility/poplar-hills-golf-club-en/
18,"https://www.google.com/maps/place/1 Rue du Golf Thetford Mines,QC G6G 7Z9",Public,Par 72,"Thetford Mines, QC",(418) 335-2931,6464,https://www.clubdegolfthetford.com,https://www.golfcanada.ca/golf-facility/thetford-club-de-golf-et-curling-en/
18,"https://www.google.com/maps/place/2634 Concession 10 N. 2634 Concession 10 N. Collingwood,ON L9Y 3Y9",Private,Par 71,"Collingwood, ON",(705) 444-5588,7012,https://www.oslerbrook.com,https://www.golfcanada.ca/golf-facility/oslerbrook-golf-country-club-inc-en/
18,"https://www.google.com/maps/place/734 County Rd 49 Picton,ON K0K 2T0",Semi-private,Par 72,"Picton, ON",(613) 476-2222,6179,,https://www.golfcanada.ca/golf-facility/picton-golf-country-club-en/
18,"https://www.google.com/maps/place/P. O. Box 5210 Lacombe,AB T4L 1W9",Public,Par 72,"Lacombe, AB",4037825400,6591,https://nurserygolf.com,https://www.golfcanada.ca/golf-facility/nursery-golf-country-club-en/
9,"https://www.google.com/maps/place/PO Box 148 Nakusp,BC V0G 1R0",Public,Par 68,"Nakusp, BC",(250) 265-4531,5404,,https://www.golfcanada.ca/golf-facility/nakusp-golf-club-en/
18,"https://www.google.com/maps/place/915 Chemin du Mont-des-Cascades Cantley,QC J8V 3B2",Semi-private,Par 70,"Cantley, QC",(819) 459-2980,6187,,https://www.golfcanada.ca/golf-facility/mont-cascades-golf-club-en/
9,"https://www.google.com/maps/place/1450 Juniper Dr. Merritt,BC V1K 1J6",Public,Par 72,"Merritt, BC",(250) 378-9414,6209,https://www.merrittgolf.com,https://www.golfcanada.ca/golf-facility/merritt-golf-country-club-en/
18,V3K 3N2,Private,Par 72,"Coquitlam, BC",(604) 936-3404,6810,https://www.vancouvergolfclub.com,https://www.golfcanada.ca/golf-facility/the-vancouver-golf-club-en/
18,"https://www.google.com/maps/place/328 Rang du Golf Plessisville,QC G6L 2Y2",Public,Par 72,"Plessisville, QC",819-362-3387,6314,https://www.golfplessisville.com,https://www.golfcanada.ca/golf-facility/plessisville-club-de-golf-en/
18,"https://www.google.com/maps/place/1025 Qualicum Rd. Qualicum Beach,BC V9K 1M5",Semi-private,Par 71,"Qualicum Beach, BC",(250) 752-5396,7004,https://www.pheasantglen.com,https://www.golfcanada.ca/golf-facility/pheasant-glen-golf-resort-en/
9,"https://www.google.com/maps/place/8170 Chemin Royal Ste-Pétronille,QC G0A 4C0",Public,Par 72,"Ste-Pétronille, QC",(418) 828-2269,5885,https://www.golforleans.com,https://www.golfcanada.ca/golf-facility/orleans-club-de-golf-en/
18,"https://www.google.com/maps/place/9911 Sidaway Road RICHMOND,BC V6W 1C1",Public,Par 57,"RICHMOND, BC",6042715626,2937,https://mylora.ca,https://www.golfcanada.ca/golf-facility/mylora-golf-club-en/
18,"https://www.google.com/maps/place/PO Box 38 Mitchell,ON N0K 1N0",Public,Par 71,"Mitchell, ON",(519) 348-8991,6104,,https://www.golfcanada.ca/golf-facility/mitchell-golf-country-club-en/
9,"https://www.google.com/maps/place/64-94 Holyrood Access Rd Holyrood,NL A0A 2R0",Public,Par 70,"Holyrood, NL",7092291007,5252,https://www.thewillows.ca,https://www.golfcanada.ca/golf-facility/the-willows-at-holyrood-en/
18,"https://www.google.com/maps/place/52516 Range Rd. 262 Spruce Grove,AB T7X 5A2",Public,Par 71,"Spruce Grove, AB",(780) 470-4700,6506,https://www.theranchgolf.com,https://www.golfcanada.ca/golf-facility/ranch-golf-country-club-the-the-ranch-en/
18,"https://www.google.com/maps/place/PO Box 764 Melville,SK S0A 2P0",Public,Par 70,"Melville, SK",(306) 728-3931,6055,,https://www.golfcanada.ca/golf-facility/melville-country-club-en/
18,"https://www.google.com/maps/place/PO Box 40 Flin Flon,MB R8A 1M7",Public,Par —,"Flin Flon, MB",(306) 688-5555,—,,https://www.golfcanada.ca/golf-facility/phantom-lake-golf-club-en/
18,"https://www.google.com/maps/place/1357 County Road 34, RR #2 Ruthven,ON N0P 2G0",Semi-private,Par 72,"Ruthven, ON",(519) 326-6993,6172,,https://www.golfcanada.ca/golf-facility/orchard-view-golf-club-en/
18,"https://www.google.com/maps/place/PO Box 127 Goodsoil,SK S0M 1A0",Public,Par 72,"Goodsoil, SK",(306) 238-2106,6723,https://www.northernmeadows.com,https://www.golfcanada.ca/golf-facility/northern-meadows-golf-club-en/
18,"https://www.google.com/maps/place/3904 West 51st. Ave. Vancouver,BC V6N 3W1",Public,Par 60,"Vancouver, BC",(604) 266-2334,3471,https://www.musqueamgolf.com,https://www.golfcanada.ca/golf-facility/musqueam-golf-and-learning-academy-en/
